num_iter,lon,lat,u,v,point,point_type
80,19.535042247966945,54.913385805275276,-4.7561249641007795,4.644131474600662,0,1
81,19.532318678388386,54.91485494791559,-4.750841096824646,4.642677469466575,0,1
82,19.52959789292468,54.916323593811136,-4.745562303813955,4.641223898533279,0,1
83,19.52687988911736,54.91779174326097,-4.740288848918723,4.639770761049934,0,1
84,19.524164664359255,54.91925939656174,-4.735022330593941,4.638318053083177,0,1
85,19.521452215145494,54.92072655399746,-4.729763452045295,4.637584771033233,0,1
86,19.51874252903549,54.922193448281305,-4.720471155139478,4.637584771033233,0,1
87,19.516037861584557,54.92366034430108,-4.709462809002475,4.637884130835181,0,1
88,19.51333917300083,54.9251273509576,-4.697560259372118,4.639103058901669,0,1
89,19.51064695486266,54.92659477208096,-4.685691167226691,4.640314918825936,0,1
90,19.507961189080255,54.92806260559255,-4.6799067666912935,4.639502459266432,0,1
91,19.50527848474186,54.929530155507805,-4.676048812675214,4.6380500951735195,0,1
92,19.50259776841867,54.93099720184684,-4.671208131295712,4.637584771033233,0,1
93,19.499919580257984,54.93246407063958,-4.665907511795836,4.637584771033233,0,1
94,19.497244173175563,54.9339309156778,-4.660917235007019,4.637584771033233,0,1
95,19.494571373225938,54.93539773499225,-4.658400151652938,4.637584771033233,0,1
96,19.491899792057424,54.93686451153054,-4.655885183908031,4.637584771033233,0,1
97,19.489229428614603,54.938331245362534,-4.6514654466427405,4.637584771033233,0,1
98,19.486561352581205,54.93979794988978,-4.642354215849666,4.637584771033233,0,1
99,19.483898198625983,54.941264658126414,-4.633262033203957,4.637584771033233,0,1
100,19.48123995657557,54.94273137026895,-4.6241899228116505,4.637584771033233,0,1
101,19.478586615680037,54.94419808650518,-4.619334176467014,4.637584771033233,0,1
102,19.475935808587277,54.94566477747531,-4.618162466071396,4.637584771033233,0,1
103,19.473285466573405,54.94713141736531,-4.6165083234842355,4.637584771033233,0,1
104,19.470635860639955,54.94859800961807,-4.612573801090537,4.637584771033233,0,1
105,19.467988271644707,54.950064570426356,-4.608706123239746,4.637584771033233,0,1
106,19.46534266225957,54.95153109945269,-4.606230749083205,4.637584771033233,0,1
107,19.462698250654082,54.95299758694185,-4.603756236154877,4.637584771033233,0,1
108,19.46005503647453,54.95446403297005,-4.601282959550921,4.637584771033233,0,1
109,19.457413019156434,54.95593043761081,-4.600092464366015,4.637584771033233,0,1
110,19.454771478228245,54.95739679178755,-4.5963312210093505,4.637584771033233,0,1
111,19.452131857910473,54.958863113921275,-4.591105603880717,4.637584771033233,0,1
112,19.449494981078114,54.960329414633094,-4.58696156571202,4.6370088503806,0,1
113,19.44686024756717,54.96179550017046,-4.58710865224329,4.634254171407717,0,1
114,19.444225273991428,54.963260635517244,-4.587254832444083,4.631500350918279,0,1
115,19.441590061004483,54.96472482094686,-4.5874001068422166,4.628747388877835,0,1
116,19.438954609259667,54.9661880567327,-4.587544050237485,4.627687270749998,0,1
117,19.436318898398106,54.96765089010507,-4.5876873532700655,4.627687270749998,0,1
118,19.433682915485893,54.96911366375055,-4.587830615430461,4.627687270749998,0,1
119,19.431046660520963,54.97057637765489,-4.587403575796052,4.627687270749998,0,1
120,19.428410453957436,54.97203903594562,-4.58609870512522,4.626900482933672,0,1
121,19.425774799066218,54.97350139067895,-4.584794203948661,4.625595981757113,0,1
122,19.423139702310852,54.97496327453677,-4.583490073760853,4.624291851569303,0,1
123,19.420505163624227,54.97642468767717,-4.582186314456284,4.622988092264737,0,1
124,19.41787118293922,54.97788563025817,-4.580882925929485,4.621684703737935,0,1
125,19.415237760188703,54.97934610243778,-4.579579908075005,4.620381685883457,0,1
126,19.412604895305492,54.9808061043739,-4.577479600957585,4.619079036693191,0,1
127,19.40997303657456,54.98226564208573,-4.574745576982093,4.620005480274867,0,1
128,19.407342511870663,54.98372544087627,-4.573300822464353,4.618846267746405,0,1
129,19.404712623291495,54.985184817129316,-4.571856428121801,4.6176875390322865,0,1
130,19.402083370773106,54.986643771044406,-4.570412392273761,4.61652953271867,0,1
131,19.399454754249298,54.98810230289815,-4.568968782935475,4.615641699569893,0,1
132,19.396826770142983,54.989560500067796,-4.567525704980855,4.61578429359713,0,1
133,19.394199404980156,54.99101869568414,-4.5660825775810485,4.61592693517085,0,1
134,19.39157265884733,54.992476889806696,-4.564639394606107,4.616070031823622,0,1
135,19.388946531829248,54.99393508262678,-4.563196155219081,4.616213585476097,0,1
136,19.386321024011032,54.99539327433634,-4.56175285927335,4.616357596287652,0,1
137,19.383696135477848,54.996851465127385,-4.560309506622232,4.61650206441775,0,1
138,19.381071866314922,54.99830965519191,-4.558866097118994,4.616646990025956,0,1
139,19.378448216607524,54.99976784472206,-4.557422822493267,4.6160240445095715,0,1
140,19.375825196368936,55.001225785546055,-4.557192992091843,4.613657572449121,0,1
141,19.37320214612835,55.00268290498849,-4.557192992091843,4.611061370294589,0,1
142,19.370578939796545,55.0041391270609,-4.557192992091843,4.608465201824789,0,1
143,19.367955577526487,55.005594451769014,-4.55820459118541,4.605869071996398,0,1
144,19.365331490529083,55.007048871475064,-4.559502920061909,4.603272414243401,0,1
145,19.36270651763756,55.00850238379554,-4.560802122441821,4.6028004981310735,0,1
146,19.36008063040669,55.009955675487724,-4.562101835457875,4.602939148781152,0,1
147,19.357453820419074,55.011408943855194,-4.563401914648947,4.601683347626427,0,1
148,19.354826105824614,55.012861738086805,-4.564702347572606,4.600382914702769,0,1
149,19.352197487005718,55.01431404369777,-4.56600313392311,4.599082128352263,0,1
150,19.349567963760894,55.01576586051614,-4.5675181605938056,4.596711765244114,0,1
151,19.34693742978832,55.01721684111427,-4.570121894149548,4.588900564576889,0,1
152,19.344305345152495,55.01866521837702,-4.57272697488427,4.581085322372722,0,1
153,19.34167170949374,55.02011099089433,-4.575333404045486,4.573266034889073,0,1
154,19.339036522452652,55.021554157254904,-4.579002931501114,4.566871904523997,0,1
155,19.336399167158056,55.022995169858845,-4.581734055241163,4.562956766167563,0,1
156,19.333760138549206,55.02443483711619,-4.584464640036219,4.559039424329089,0,1
157,19.331119437041945,55.02587315821472,-4.587194760986393,4.555119648498446,0,1
158,19.328477063013587,55.02731013226712,-4.589924935853506,4.551195861848621,0,1
159,19.325833016571956,55.028745757872265,-4.592654568561513,4.547269873085784,0,1
160,19.323187298136624,55.03018003421832,-4.59520564451639,4.543341814326067,0,1
161,19.32054000830367,55.031612961918704,-4.597844805329341,4.539411627423777,0,1
162,19.31789109762665,55.033044539502534,-4.600839997420415,4.53339061903474,0,1
163,19.315240394190457,55.034474088260694,-4.603566658906714,4.5268310723629925,0,1
164,19.312588056653507,55.03590143610164,-4.606291916324988,4.520267947746988,0,1
165,19.309934086116336,55.037326581779496,-4.60901576812637,4.5137012472620075,0,1
166,19.30727848368135,55.038749524049116,-4.611738212762246,4.507130972985419,0,1
167,19.30462125045284,55.04017026166607,-4.6144592488474405,4.500388898180579,0,1
0,19.64940427081531,54.99002323488631,-5.188205639208456,4.578494584993628,1,1
1,19.64643736722912,54.99147099308156,-5.172162002986649,4.579962766811412,1,1
2,19.64347925554508,54.99291925265491,-5.156152307285802,4.581426492460745,1,1
3,19.64052991754559,54.99436801260212,-5.140176481658431,4.58288577136146,1,1
4,19.637589335051,54.995817271918774,-5.12623159521678,4.584341110543558,1,1
5,19.634656366820835,54.99726701715548,-5.113199833912796,4.58579279767253,1,1
6,19.631730500079033,54.99871724191402,-5.10019231429555,4.58724086581795,1,1
7,19.628811721877817,55.00016794539046,-5.083092641090646,4.589273413396397,1,1
8,19.625902327870055,55.0016193430529,-5.0600613024777,4.592153186616369,1,1
9,19.62300564566005,55.00307174724138,-5.03711734791664,4.595020171728615,1,1
10,19.62012162737523,55.004525154181835,-5.014260447195092,4.5978744172325134,1,1
11,19.617250225324497,55.005979560109516,-5.002373741728938,4.599355706414026,1,1
12,19.614385285333523,55.00743445179259,-4.990987093956801,4.600773533233524,1,1
13,19.61152652740544,55.00888980596783,-4.979618366117745,4.60218819803295,1,1
14,19.608673942051386,55.01034562194019,-4.968609206337416,4.60359970649991,1,1
15,19.605827327588432,55.01180189681233,-4.958717069674125,4.605008160302946,1,1
16,19.602986056185557,55.013258622807,-4.948838291797414,4.606414302855817,1,1
17,19.60015012082309,55.014715799471105,-4.9389738170597415,4.607817976602632,1,1
18,19.59731951395137,55.01617342629302,-4.918512500127398,4.610545547094241,1,1
19,19.594500183128684,55.017632000511945,-4.897535401226949,4.613336046499255,1,1
20,19.591692418849675,55.01909154662316,-4.876638830777197,4.616114895016771,1,1
21,19.588896176969108,55.020552061144436,-4.861284243492766,4.6183360219426355,1,1
22,19.5861083464698,55.0220133283443,-4.85438655181799,4.61971556027759,1,1
23,19.58332417894808,55.02347502133726,-4.847498424551679,4.621093185730852,1,1
24,19.580543669341694,55.02493713969871,-4.8406198484317216,4.622468900954843,1,1
25,19.577766812595456,55.02639968300416,-4.831257952208327,4.623843328448191,1,1
26,19.574995006547308,55.02786266745755,-4.8215784197616935,4.62521523909678,1,1
27,19.57222843043266,55.02932609469367,-4.811914513791301,4.626584461686294,1,1
28,19.56946707595289,55.03078996410289,-4.801993189834318,4.628214732617678,1,1
29,19.566711085441224,55.03225436214404,-4.7883553383620745,4.630942302912127,1,1
30,19.563962538498362,55.03371966860222,-4.774755314574832,4.633662307669574,1,1
31,19.561221414529864,55.03518588129085,-4.761188127549978,4.636375745074545,1,1
32,19.558487695737742,55.036652998376084,-4.751400647049583,4.6383332411746245,1,1
33,19.55575926391108,55.038120750738685,-4.74464931479658,4.639683507625225,1,1
34,19.553034417440834,55.03958892211847,-4.737907347737474,4.641031901037046,1,1
35,19.550313151371803,55.041057512092934,-4.731174721435376,4.6423784262974666,1,1
36,19.547595460762185,55.042526520240614,-4.724451429918752,4.643723084600791,1,1
37,19.54488134067315,55.04399594613963,-4.7177355479035645,4.645066261003828,1,1
38,19.542170787244956,55.04546578950484,-4.711027414931454,4.646407887598251,1,1
39,19.539463796427267,55.04693605002615,-4.70459397353425,4.647482271316468,1,1
40,19.536760217001376,55.048406639694825,-4.699242074050021,4.647482271316468,1,1
41,19.534059452976024,55.04987720409141,-4.69389613973369,4.647482271316468,1,1
42,19.53136150129579,55.051347743368126,-4.689888348390603,4.648815797085282,1,1
43,19.528665592941014,55.05281867969947,-4.68600720120309,4.650271654065129,1,1
44,19.525971655275967,55.054290051907735,-4.682130837438581,4.651728002977021,1,1
45,19.523279685718965,55.055761860254016,-4.678259251879136,4.653184843946149,1,1
46,19.52058968169099,55.05723410499916,-4.674392439312723,4.654642177097798,1,1
47,19.517901640615612,55.05870678640375,-4.6676565560039815,4.656099745504287,1,1
48,19.51521717847742,55.060179924385544,-4.657027679805664,4.657379771599702,1,1
49,19.512538490318946,55.06165348858238,-4.6464224188544865,4.657379771599703,1,1
50,19.509865578749892,55.0631270654282,-4.636239947200435,4.657379771599702,1,1
51,19.50719820624806,55.0646006523907,-4.633600225500449,4.657379771599702,1,1
52,19.50453212470244,55.06607419765314,-4.630961975249444,4.657379771599702,1,1
53,19.501867333425555,55.06754770129445,-4.628324399372202,4.657379771599702,1,1
54,19.499203832178853,55.069021163399015,-4.625687705338241,4.657379771599702,1,1
55,19.496541620606823,55.07049458404969,-4.623052479178586,4.657379771599703,1,1
56,19.493880698023748,55.07196796332518,-4.620418717871997,4.657379771599702,1,1
57,19.491221063745478,55.0734413013041,-4.617786425048958,4.657379771599702,1,1
58,19.488562717085728,55.07491459806494,-4.613733212453383,4.655957380930768,1,1
59,19.485906476133536,55.07638740384468,-4.608951277267061,4.65332872022433,1,1
60,19.48325276655951,55.07785933395917,-4.607781264704926,4.650701857383525,1,1
61,19.480599553599394,55.07933036376724,-4.606611104184468,4.648075678929483,1,1
62,19.477946837555177,55.080800493529104,-4.605664450799857,4.647482271316468,1,1
63,19.475294467705474,55.08227037882181,-4.604351971002644,4.647482271316468,1,1
64,19.472642642969536,55.08374021408317,-4.603039857187911,4.647482271316468,1,1
65,19.46999136320277,55.08520999934999,-4.601728056570969,4.647482271316469,1,1
66,19.467340628290323,55.086679734659505,-4.6004159840510415,4.647482271316468,1,1
67,19.464690438447057,55.08814942005303,-4.599104277489049,4.647482271316468,1,1
68,19.462040793528374,55.089619055567404,-4.597792936782917,4.647482271316468,1,1
69,19.459391693389676,55.09108864123936,-4.597860450923539,4.645802747180467,1,1
70,19.45674238182654,55.092557624340635,-4.59931431139387,4.641726919062592,1,1
71,19.45409210739218,55.094025220319786,-4.600766857536957,4.6376516443944755,1,1
72,19.451440870986424,55.09549142930764,-4.598209241537752,4.637584771033233,1,1
73,19.44879088313125,55.09695757577935,-4.596782993224783,4.63698635749579,1,1
74,19.44614151285582,55.09842347986058,-4.596782993224783,4.635675223058913,1,1
75,19.443491965185576,55.099888900929884,-4.596782993224781,4.634364096739492,1,1
76,19.440842240190378,55.10135383898249,-4.598122551860855,4.63305297538281,1,1
77,19.438191582720442,55.102818284328926,-4.599571999644686,4.631741488170114,1,1
78,19.435539930814713,55.104282235998,-4.601021012808672,4.630429231119652,1,1
79,19.43288728471159,55.105745693682664,-4.60246959182809,4.629116261933998,1,1
80,19.430233644648677,55.1072086570946,-4.603917740421671,4.627802896757298,1,1
81,19.427579010857645,55.10867112604757,-4.606562900919725,4.627687270749998,1,1
82,19.424922693115786,55.11013347892457,-4.6066804935080174,4.627687270749998,1,1
83,19.42226611508324,55.11159577145413,-4.6066804935080174,4.627687270749998,1,1
84,19.419609343049288,55.11305800448282,-4.606680493508019,4.627687270749998,1,1
85,19.41695237699723,55.11452017800131,-4.607712949566056,4.627687270749998,1,1
86,19.41429463464498,55.115982284421264,-4.610475669602847,4.627687270749998,1,1
87,19.411635140077806,55.11744431097193,-4.613239140764058,4.627687270749998,1,1
88,19.408973892690685,55.1189062575353,-4.616511051313799,4.626671642120886,1,1
89,19.406310618606533,55.12036779194697,-4.620229625066102,4.6240356394751485,1,1
90,19.40364508664115,55.121828386992696,-4.622867945589131,4.621397318952121,1,1
91,19.400977906090546,55.123288049775894,-4.625507705159397,4.618757559381854,1,1
92,19.39830907616398,55.124746779716524,-4.627312406465848,4.616952858075402,1,1
93,19.395639057096204,55.12620485284287,-4.6286338254157275,4.615631439125525,1,1
94,19.392968115237867,55.127662428895675,-4.629955604832625,4.614309659708626,1,1
95,19.390296250383535,55.12911950769876,-4.631277744814874,4.612987519726377,1,1
96,19.38762346232781,55.130576089075916,-4.632600246845983,4.611665017695268,1,1
97,19.384949750864557,55.13203217285039,-4.633923111757984,4.610342152783265,1,1
98,19.382275115787287,55.1334877588451,-4.635246918966551,4.609018345574701,1,1
99,19.37959955657024,55.13494284669133,-4.637165803043195,4.607495865840793,1,1
100,19.37692274004793,55.136397367640086,-4.642465006309793,4.604846264207493,1,1
101,19.37424277362963,55.137850931831046,-4.647770060170392,4.6021937372771955,1,1
102,19.371559653899798,55.13930353806976,-4.653080971084342,4.599538281820219,1,1
103,19.368873377439588,55.14075518516017,-4.657473020821411,4.596879427755283,1,1
104,19.366184462671562,55.14220587874997,-4.660239592084392,4.59421759658378,1,1
105,19.363493826856534,55.1436556300241,-4.663006046357709,4.5915542546125465,1,1
106,19.36080147008012,55.145104438385246,-4.66577238311637,4.588889401926647,1,1
107,19.35810739242867,55.14655230323599,-4.668538601835264,4.586223038611441,1,1
108,19.35541159398925,55.14799922397895,-4.6713047019891585,4.583555164752574,1,1
109,19.3527140748496,55.14944520001668,-4.674070683052709,4.580885780435988,1,1
110,19.350014835098236,55.15089023075171,-4.676829423614866,4.578214444175365,1,1
111,19.347313878849654,55.152334315498344,-4.68359019429761,4.570224432454883,1,1
112,19.344609018269434,55.153775704271446,-4.69037036572947,4.562194068290595,1,1
113,19.341900243075408,55.15521438362481,-4.697156915588735,4.5541501975615395,1,1
114,19.339187549979894,55.15665034888874,-4.702742214287764,4.546898861103139,1,1
115,19.336471606598483,55.15808386523838,-4.7055049643039135,4.541522461221377,1,1
116,19.3337539812882,55.15951556029058,-4.708266709290171,4.536143116743526,1,1
117,19.33103467484553,55.160945432994836,-4.710092108602616,4.530760819435116,1,1
118,19.328314216153537,55.162373489540194,-4.711438158361748,4.525376620398587,1,1
119,19.32559287612929,55.16379973295881,-4.713777058299452,4.52098232838728,1,1
120,19.32287008101978,55.16522447545581,-4.7178827303326205,4.518349477579615,1,1
121,19.320144809423297,55.16664827254626,-4.721989787902433,4.51571236412242,1,1
122,19.317417060541946,55.1680711226791,-4.726097166799339,4.510515585300229,1,1
123,19.31468686903105,55.16949219832527,-4.728079742378196,4.503039294806248,1,1
124,19.311955466026962,55.170910779132775,-4.7303327221392015,4.494927714253757,1,1
125,19.309222707900656,55.17232665756508,-4.733086578049771,4.486812679682793,1,1
126,19.30648831224232,55.17373982849324,-4.735838530807225,4.47869335920271,1,1
127,19.303752280568407,55.17515029044453,-4.7385885784941415,4.470569756179641,1,1
128,19.301014614397722,55.17655804194746,-4.7413367191937015,4.462441873982787,1,1
129,19.298275315251395,55.177963081531615,-4.744936078310567,4.447483013113011,1,1
130,19.29553399698527,55.17936319441302,-4.745245497473304,4.428488727981544,1,1
131,19.292792574476447,55.18075710213033,-4.745994755599489,4.409494483976915,1,1
132,19.29005080055018,55.18214480122155,-4.74736831002455,4.390499106862961,1,1
133,19.2873083238193,55.183526286359,-4.748735449098309,4.378159881207718,1,1
134,19.284565056668026,55.184903708998974,-4.7500986237383,4.3659436358806305,1,1
135,19.28182100038301,55.186277108881235,-4.751457878264077,4.353723898648959,1,1
136,19.279076157977986,55.18764648486619,-4.7528132047798675,4.34149619334522,1,1
137,19.27633053253485,55.18901183436776,-4.7541646088279474,4.329265840630388,1,1
138,19.273584127059642,55.19037315651983,-4.755142997756539,4.317032841808804,1,1
139,19.270837153093154,55.19173045341411,-4.755142997756539,4.304798121339267,1,1
140,19.268090164232714,55.19308373231829,-4.749472614409012,4.276498100230636,1,1
141,19.26534659095253,55.19442784616708,-4.741327353770665,4.241201970797805,1,1
142,19.262607932371147,55.19576055384988,-4.733194880134272,4.205961251706763,1,1
143,19.259874183332943,55.19708187353449,-4.724952417937027,4.171281580039136,1,1
144,19.257145400907053,55.19839198781104,-4.714151479337987,4.146979468191295,1,1
145,19.25442288692293,55.199694271966365,-4.705828129224601,4.1227236814340324,1,1
146,19.25170524281833,55.200988721344764,-4.698673504760735,4.098516430388145,1,1
147,19.248991809497134,55.20227534249861,-4.6918221433909,4.074349586340092,1,1
148,19.246282417004153,55.20355414632652,-4.684561442425869,4.050218425228576,1,1
149,19.243577298161924,55.204825147984494,-4.675107763999981,4.026116965864356,1,1
150,19.240877693982547,55.20608837525603,-4.665668967571618,4.002066168144067,1,1
151,19.238183597435285,55.20734384478283,-4.63647449928681,3.951108043720396,1,1
152,19.23550656164563,55.20858302162828,-4.6009996151716654,3.8844698634577672,1,1
153,19.23285036596307,55.2098008903648,-4.566602363294796,3.8175357863015047,1,1
154,19.230214411672826,55.21099734793533,-4.530471246910103,3.7521146663777545,1,1
155,19.227599663210402,55.212172898961235,-4.493045441880468,3.7087903807292246,1,1
156,19.22500654051765,55.21333469751088,-4.455825367556373,3.6677199538888456,1,1
157,19.22243489938383,55.21448347178775,-4.418915752558023,3.6269921028561836,1,1
158,19.219884563725046,55.21561933135442,-4.382314007288411,3.5866039701448886,1,1
159,19.217355358873213,55.216742384844416,-4.346017563750831,3.5465527221034203,1,1
160,19.21484711156523,55.217852739970205,-4.310023875368681,3.506835548716221,1,1
161,19.212359649932022,55.21895050353113,-4.274330416806838,3.467449663406599,1,1
162,19.20989280348783,55.22003578142124,-4.237625845066491,3.4278614855488323,1,1
163,19.207447150834657,55.221108517945936,-4.173184862241482,3.377030702788666,1,1
164,19.205038541806076,55.22216531145858,-4.109724141689554,3.3269725056076034,1,1
165,19.20266641669902,55.223206405745316,-4.047228771716345,3.2776751417945977,1,1
166,19.20033022421092,55.22423204083974,-3.9856840674634664,3.229127037912484,1,1
167,19.198029421315333,55.22524245308134,-3.923844503624452,3.181304002820041,1,1
0,19.543283002761804,54.92534038906665,-4.78997257468954,4.63595991261783,2,1
1,19.540540010194178,54.926806840714335,-4.783278535708423,4.637317519036533,2,1
2,19.537800560069943,54.928273713017845,-4.777685600147475,4.637584771033233,2,1
3,19.53506404734671,54.92974064628312,-4.770179695147119,4.637584771033233,2,1
4,19.532331549416615,54.931207567285924,-4.763259640220722,4.636389970453375,2,1
5,19.529602751890693,54.9326740860721,-4.756607821589769,4.634938507218793,2,1
6,19.526877507676623,54.93414011809923,-4.749966722281482,4.633487463696213,2,1
7,19.524155811226183,54.935605663675645,-4.743336324475364,4.632036839823378,2,1
8,19.521437657000057,54.937070723109,-4.736716610380714,4.630586635537938,2,1
9,19.51872303946784,54.93853529670618,-4.72884379931211,4.629137006727765,2,1
10,19.51601266273756,54.9399993934874,-4.715615623409716,4.631633745506068,2,1
11,19.51330948753901,54.94146432628428,-4.703688699191256,4.634308975584417,2,1
12,19.510612781604312,54.94293014433204,-4.69179354763083,4.634684686138718,2,1
13,19.50792255513728,54.94439610447439,-4.686098485020395,4.634262107619521,2,1
14,19.505235336398314,54.94586190626781,-4.682229376126028,4.634141410653667,2,1
15,19.50255009661357,54.94732763487512,-4.67836455970551,4.6340196496287,2,1
16,19.499866833605687,54.94879329005855,-4.674504030641749,4.63389682610131,2,1
17,19.497185545199887,54.95025887158067,-4.670391938597641,4.634028785114871,2,1
18,19.494506369835296,54.95172446369056,-4.665089652458817,4.635354356649577,2,1
