19.764,54.925,0.022036,0.296920
19.792,54.925,0.014008,0.282480
19.819,54.925,0.005595,0.276290
19.847,54.925,0.003538,0.278460
19.875,54.925,0.011820,0.293290
19.903,54.925,0.052117,0.316140
19.931,54.925,0.042761,0.090134
19.958,54.925,-999.000000,-999.000000
19.986,54.925,-999.000000,-999.000000
20.014,54.925,-999.000000,-999.000000
20.042,54.925,-999.000000,-999.000000
20.069,54.925,-999.000000,-999.000000
20.097,54.925,-999.000000,-999.000000
20.125,54.925,-999.000000,-999.000000
20.153,54.925,-999.000000,-999.000000
20.181,54.925,-999.000000,-999.000000
20.208,54.925,-999.000000,-999.000000
20.236,54.925,-999.000000,-999.000000
20.264,54.925,-999.000000,-999.000000
20.292,54.925,-999.000000,-999.000000
20.319,54.925,-999.000000,-999.000000
20.347,54.925,-999.000000,-999.000000
20.375,54.925,-999.000000,-999.000000
20.403,54.925,-999.000000,-999.000000
20.431,54.925,-999.000000,-999.000000
20.458,54.925,-999.000000,-999.000000
20.486,54.925,-999.000000,-999.000000
20.514,54.925,-999.000000,-999.000000
20.542,54.925,-999.000000,-999.000000
20.569,54.925,-999.000000,-999.000000
19.764,54.942,0.027751,0.302580
19.792,54.942,0.019571,0.289210
19.819,54.942,0.010037,0.280830
19.847,54.942,0.005221,0.277480
19.875,54.942,0.010281,0.283140
19.903,54.942,0.027250,0.277040
19.931,54.942,0.019447,0.195520
19.958,54.942,-999.000000,-999.000000
19.986,54.942,-999.000000,-999.000000
20.014,54.942,-999.000000,-999.000000
20.042,54.942,-0.038249,0.071053
20.069,54.942,-0.085450,0.057333
20.097,54.942,-0.090812,0.049827
20.125,54.942,-0.074437,0.043472
20.153,54.942,-0.030825,0.029572
20.181,54.942,-999.000000,-999.000000
20.208,54.942,-999.000000,-999.000000
20.236,54.942,-999.000000,-999.000000
20.264,54.942,-999.000000,-999.000000
20.292,54.942,-0.038218,0.067543
20.319,54.942,-0.078332,0.047380
20.347,54.942,-0.074434,0.044725
20.375,54.942,-0.058300,0.041168
20.403,54.942,-0.023980,0.035329
20.431,54.942,-999.000000,-999.000000
20.458,54.942,-999.000000,-999.000000
20.486,54.942,-999.000000,-999.000000
20.514,54.942,-999.000000,-999.000000
20.542,54.942,0.010380,-0.008896
20.569,54.942,0.023251,0.003509
19.764,54.958,0.032137,0.309380
19.792,54.958,0.024319,0.296660
19.819,54.958,0.015319,0.287550
19.847,54.958,0.008219,0.280460
19.875,54.958,0.007314,0.282600
19.903,54.958,0.018298,0.257600
19.931,54.958,0.047759,0.192960
19.958,54.958,0.017839,0.085956
19.986,54.958,-0.054753,0.073140
20.014,54.958,-0.108550,0.076631
20.042,54.958,-0.111240,0.153180
20.069,54.958,-0.076791,0.136860
20.097,54.958,-0.064476,0.118350
20.125,54.958,-0.053488,0.107130
20.153,54.958,-0.046427,0.084748
20.181,54.958,-0.057430,0.051845
20.208,54.958,-0.070312,0.049202
20.236,54.958,-0.067149,0.049544
20.264,54.958,-0.090447,0.063834
20.292,54.958,-0.093338,0.146900
20.319,54.958,-0.057661,0.109050
20.347,54.958,-0.039509,0.105360
20.375,54.958,-0.025425,0.097331
20.403,54.958,-0.006155,0.090425
20.431,54.958,-0.005677,0.049243
20.458,54.958,-0.007953,0.047612
20.486,54.958,-999.000000,-999.000000
20.514,54.958,-999.000000,-999.000000
20.542,54.958,-0.009478,-0.008896
20.569,54.958,-0.016854,0.003509
19.764,54.975,0.036356,0.316950
19.792,54.975,0.028209,0.303800
19.819,54.975,0.019345,0.293710
19.847,54.975,0.011522,0.285660
19.875,54.975,0.008650,0.283240
19.903,54.975,0.011806,0.268320
19.931,54.975,0.017621,0.202760
19.958,54.975,0.006642,0.206750
19.986,54.975,-0.026649,0.184930
20.014,54.975,-0.052110,0.183400
20.042,54.975,-0.050401,0.182060
20.069,54.975,-0.035993,0.171820
20.097,54.975,-0.027718,0.148990
20.125,54.975,-0.025610,0.141330
20.153,54.975,-0.027592,0.129200
20.181,54.975,-0.031375,0.124420
20.208,54.975,-0.032982,0.119530
20.236,54.975,-0.035653,0.123270
20.264,54.975,-0.039087,0.148090
20.292,54.975,-0.027402,0.164650
20.319,54.975,-0.009826,0.135150
20.347,54.975,-0.000576,0.131190
20.375,54.975,0.006608,0.125740
20.403,54.975,0.012859,0.124870
20.431,54.975,0.015184,0.120150
20.458,54.975,0.022017,0.118390
20.486,54.975,0.010774,0.059019
20.514,54.975,-0.004110,0.052631
20.542,54.975,-999.000000,-999.000000
20.569,54.975,-999.000000,-999.000000
19.764,54.992,0.039945,0.323420
19.792,54.992,0.032337,0.310970
19.819,54.992,0.024185,0.299360
19.847,54.992,0.016467,0.290280
19.875,54.992,0.013271,0.283340
19.903,54.992,0.018102,0.286400
19.931,54.992,0.019013,0.256350
19.958,54.992,0.013662,0.256740
19.986,54.992,0.005600,0.241260
20.014,54.992,-0.002528,0.230390
20.042,54.992,-0.003151,0.213160
20.069,54.992,-0.000434,0.195370
20.097,54.992,-0.000243,0.174720
20.125,54.992,-0.001000,0.169230
20.153,54.992,-0.001066,0.164310
20.181,54.992,-0.002336,0.161320
20.208,54.992,-0.004158,0.157870
20.236,54.992,-0.004114,0.162430
20.264,54.992,0.000916,0.179000
20.292,54.992,0.011959,0.178770
20.319,54.992,0.021619,0.158200
20.347,54.992,0.026722,0.152290
20.375,54.992,0.030204,0.153250
20.403,54.992,0.031465,0.155520
20.431,54.992,0.031862,0.158600
20.458,54.992,0.033897,0.158820
20.486,54.992,0.031196,0.143670
20.514,54.992,0.034253,0.129810
20.542,54.992,0.020957,0.064055
20.569,54.992,-999.000000,-999.000000
19.764,55.008,0.042037,0.327400
19.792,55.008,0.035449,0.316900
19.819,55.008,0.028472,0.304770
19.847,55.008,0.022283,0.294160
19.875,55.008,0.020776,0.285620
19.903,55.008,0.025328,0.288790
19.931,55.008,0.029406,0.284350
19.958,55.008,0.029592,0.276810
19.986,55.008,0.030085,0.265190
20.014,55.008,0.035749,0.252680
20.042,55.008,0.042554,0.233810
20.069,55.008,0.045874,0.214300
20.097,55.008,0.044369,0.199960
20.125,55.008,0.040549,0.192410
20.153,55.008,0.039494,0.190400
20.181,55.008,0.038746,0.188970
20.208,55.008,0.036566,0.188360
20.236,55.008,0.038408,0.186920
20.264,55.008,0.043098,0.200820
20.292,55.008,0.044729,0.195760
20.319,55.008,0.044226,0.179020
20.347,55.008,0.044202,0.174020
20.375,55.008,0.044738,0.177050
20.403,55.008,0.045410,0.181800
20.431,55.008,0.046601,0.186280
20.458,55.008,0.047740,0.188840
20.486,55.008,0.047250,0.184020
20.514,55.008,0.047636,0.170890
20.542,55.008,0.058450,0.145540
20.569,55.008,0.039278,0.065471
19.764,55.025,0.042313,0.329240
19.792,55.025,0.036814,0.320370
19.819,55.025,0.030802,0.309320
19.847,55.025,0.025741,0.298340
19.875,55.025,0.026213,0.288300
19.903,55.025,0.033839,0.287560
19.931,55.025,0.042875,0.282750
19.958,55.025,0.050721,0.278220
19.986,55.025,0.055722,0.268990
20.014,55.025,0.059504,0.255460
20.042,55.025,0.065249,0.240630
20.069,55.025,0.068701,0.227230
20.097,55.025,0.068725,0.215860
20.125,55.025,0.069191,0.205250
20.153,55.025,0.069807,0.209370
20.181,55.025,0.067285,0.208990
20.208,55.025,0.061028,0.207580
20.236,55.025,0.057536,0.201600
20.264,55.025,0.064646,0.211840
20.292,55.025,0.071455,0.206770
20.319,55.025,0.066530,0.198100
20.347,55.025,0.058151,0.192710
20.375,55.025,0.053775,0.194320
20.403,55.025,0.053908,0.198360
20.431,55.025,0.056414,0.203810
20.458,55.025,0.058852,0.208800
20.486,55.025,0.059599,0.208970
20.514,55.025,0.057431,0.200730
20.542,55.025,0.057089,0.178770
20.569,55.025,0.052609,0.157340
19.764,55.042,0.040854,0.329660
19.792,55.042,0.036745,0.321870
19.819,55.042,0.032119,0.312920
19.847,55.042,0.028295,0.302910
19.875,55.042,0.029166,0.292270
19.903,55.042,0.035669,0.287980
19.931,55.042,0.045136,0.279150
19.958,55.042,0.056086,0.273050
19.986,55.042,0.065950,0.263910
20.014,55.042,0.071967,0.254480
20.042,55.042,0.077333,0.241460
20.069,55.042,0.083353,0.234350
20.097,55.042,0.083412,0.223170
20.125,55.042,0.080081,0.215010
20.153,55.042,0.082183,0.220860
20.181,55.042,0.086091,0.218280
20.208,55.042,0.085264,0.214690
20.236,55.042,0.082248,0.210570
20.264,55.042,0.083608,0.214800
20.292,55.042,0.084820,0.214420
20.319,55.042,0.078338,0.216240
20.347,55.042,0.068547,0.210350
20.375,55.042,0.062428,0.209430
20.403,55.042,0.061447,0.210650
20.431,55.042,0.061955,0.216480
20.458,55.042,0.063225,0.221820
20.486,55.042,0.064509,0.225900
20.514,55.042,0.062983,0.223990
20.542,55.042,0.058553,0.212070
20.569,55.042,0.055727,0.199140
